programID,season,workID,composerLastName,composerFirstName,workTitle,OpusNumber,conductorLastName,conductorFirstName
391,1935-36,61*,Zilcher,  Hermann,RAMEAU SUITE, OP.76,Lange, Hans
6097,1935-36,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Toscanini, Arturo
68,1935-36,878*1,Schumann,  Robert,MANFRED, OP.115,Toscanini, Arturo
6031,1935-36,918*,Goldmark,  Rubin,CALL OF THE PLAINS, THE,Schelling, Ernest
6497,1935-36,848*1,Debussy,  Claude,MARTYRE DE SAINT SEBASTIEN, LE,Toscanini, Arturo
6501,1935-36,9187*1,Weber,  Carl  Maria Von,EURYANTHE, OP. 81,Toscanini, Arturo
6503,1935-36,51664*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 40, G MINOR,Toscanini, Arturo
12219,1935-36,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Iturbi, Jose
12222,1935-36,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Iturbi, Jose
12223,1935-36,51642*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 35, D MAJOR,Iturbi, Jose
12224,1935-36,9003*6,Wagner,  Richard,TANNHAUSER, WWV 70,Iturbi, Jose
12225,1935-36,8953*1,Mozart,  Wolfgang  Amadeus,SCHAUSPIELDIREKTOR (IMPRESARIO), K.486,Iturbi, Jose
12230,1935-36,51682*1,Rossini,  Gioachino,BARBIERE DI SIVIGLIA, IL (THE BARBER OF SEVILLE),Iturbi, Jose
12231,1935-36,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Iturbi, Jose
12232,1935-36,398*,Brahms,  Johannes,TRAGIC OVERTURE, OP. 81,Iturbi, Jose
12234,1935-36,50387*,Gershwin,  George,AMERICAN IN PARIS, AN,Smallens, Alexander
12235,1935-36,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Smallens, Alexander
12237,1935-36,5801*1,Mendelssohn,  Felix,MIDSUMMER NIGHT'S DREAM, OP. 61,Iturbi, Jose
12238,1935-36,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Iturbi, Jose
12239,1935-36,4073*,Tchaikovsky,  Pyotr  Ilyich,CONCERTO, VIOLIN,Iturbi, Jose
12240,1935-36,8860*,Verdi,  Giuseppe,TROVATORE, IL,Smallens, Alexander;  Sciaretti
12241,1935-36,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Iturbi, Jose
12243,1935-36,52101*,Haydn,  Franz  Joseph,SYMPHONY NO.  94, G MAJOR (SURPRISE),Iturbi, Jose
12244,1935-36,51059*,Mozart,  Wolfgang  Amadeus,CONCERTO, PIANO NO. 22,Iturbi, Jose
12245,1935-36,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Iturbi, Jose
12246,1935-36,5745*,Rimsky-Korsakov,  Nikolai,TSAR'S BRIDE, THE,Iturbi, Jose
12247,1935-36,398*,Brahms,  Johannes,TRAGIC OVERTURE, OP. 81,Iturbi, Jose
12248,1935-36,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Iturbi, Jose
12249,1935-36,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Iturbi, Jose
12251,1935-36,52446*,Beethoven,  Ludwig  van,SYMPHONY NO. 5 IN C MINOR, OP.67,Iturbi, Jose
12253,1935-36,51880*,Brahms,  Johannes,SYMPHONY NO. 3 IN F MAJOR, OP. 90,Iturbi, Jose
12254,1935-36,9003*6,Wagner,  Richard,TANNHAUSER, WWV 70,Iturbi, Jose
12255,1935-36,51289*,Mozart,  Wolfgang  Amadeus,SERENADE, STRINGS,Iturbi, Jose
12256,1935-36,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Hoogstraten, Willem van
12257,1935-36,9001*10,Wagner,  Richard,WALKURE, DIE,Smallens, Alexander
12261,1935-36,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Hoogstraten, Willem van
12262,1935-36,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Hoogstraten, Willem van
12263,1935-36,87*2,Moszkowski,  Moritz,FIVE SPANISH DANCES, OP. 12,Kerby, Paul
12264,1935-36,52512*,Mendelssohn,  Felix,HEBRIDES (FINGAL'S CAVE) OVERTURE, OP.26,Hoogstraten, Willem van
12265,1935-36,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Hoogstraten, Willem van
12266,1935-36,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Hoogstraten, Willem van
12268,1935-36,53204*,Sibelius,  Jean,FINLANDIA, OP. 26,Hoogstraten, Willem van
12269,1935-36,5801*1,Mendelssohn,  Felix,MIDSUMMER NIGHT'S DREAM, OP. 61,Hoogstraten, Willem van
776,1936-37,8837*10,Beethoven,  Ludwig  van,FIDELIO, OP. 72,Barbirolli, John
787,1936-37,3835*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 6 IN B-FLAT MAJOR, BWV 1051,Barbirolli, John
791,1936-37,52771*,Schubert,  Franz,SYMPHONY NO. 2, B FLAT MAJOR,Barbirolli, John
796,1936-37,50296*10,Elgar,  Sir  Edward,ENIGMA VARIATIONS, OP. 36,Barbirolli, John
805,1936-37,51632*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 33, B-FLAT MAJOR,Barbirolli, John
1165,1936-37,6150*,Liszt,  Franz,WEINEN, KLAGEN,Barbirolli, John
2973,1936-37,53051*1,Rossini,  Gioachino,ASSEDIO DI CORINTO, L',Barbirolli, John
12109,1936-37,10616*,Dittersdorf,  Karl  Von,COMBATTIMENTO DELL' UMANE PASSIONI, IL,Lange, Hans
1172,1936-37,6157*1,Mehul [Méhul],  Etienne  Nicolas,DEUX AVEUGLES DE TOLÈDE, LES,Barbirolli, John
2977,1936-37,52440*,Beethoven,  Ludwig  van,SYMPHONY NO. 4 IN B FLAT MAJOR, OP.60,Barbirolli, John
1186,1936-37,53051*1,Rossini,  Gioachino,ASSEDIO DI CORINTO, L',Barbirolli, John
1202,1936-37,3453*1,Rossini,  Gioachino,GAZZA LADRA, LA,Barbirolli, John
3311,1936-37,50743*,Weber,  Carl  Maria Von,RULER OF THE SPIRITS: OVERTURE, OP. 27,Barbirolli, John
12111,1936-37,10902*,Stamitz,  Johann  Wenzel Anton,SYMPHONY, E-FLAT MAJOR,Lange, Hans
3791,1936-37,9207*,Vivaldi,  Antonio,CONCERTO GROSSO, E MINOR (ARR. Mistowski),Barbirolli, John
3802,1936-37,9188*1,Weber,  Carl  Maria Von,TURANDOT, OP. 37,Stravinsky, Igor
5540,1936-37,6201*,Bach,  Johann  Sebastian,ORGAN TOCCATA AND FUGUE, D MINOR,Schelling, Ernest
3810,1936-37,50061*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 3, D MAJOR,Stravinsky, Igor
5544,1936-37,6212*,Destouches,  Andre  Cardinal,TAMBOURIN DU TRIOMPHE, LE,Schelling, Ernest
5539,1936-37,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Enesco, Georges
4231,1936-37,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Enesco, Georges
6012,1936-37,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Enesco, Georges
4235,1936-37,53391*,Enesco,  Georges,ROMANIAN RHAPSODY, OP. 11,Enesco, Georges
4239,1936-37,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Chavez [Chávez], Carlos
4245,1936-37,1965*1,Cherubini,  Luigi,ANACRÉON, OU L’AMOUR FUGITIF,Chavez [Chávez], Carlos
4251,1936-37,51668*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 41, C MAJOR,Chavez [Chávez], Carlos
2532,1936-37,6232*1,MacDowell,  Edward  A.,ROLAND SYMPHONY, TWO FRAGMENTS,Schelling, Ernest
4259,1936-37,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Chavez [Chávez], Carlos
4647,1936-37,51807*,Brahms,  Johannes,ACADEMIC FESTIVAL OVERTURE, OP.80,Rodzinski, Artur
4659,1936-37,6317*,Miaskovsky,  Nikolai,SYMPHONY NO.  6, E FLAT MINOR,Rodzinski, Artur
6871,1936-37,8837*10,Beethoven,  Ludwig  van,FIDELIO, OP. 72,Schelling, Ernest
4669,1936-37,51944*,Strauss,  Richard,DON JUAN, OP. 20,Rodzinski, Artur
4673,1936-37,51626*,Respighi,  Ottorino,BIRDS, THE (GLI UCCELLI),Rodzinski, Artur
6415,1936-37,51870*,Brahms,  Johannes,SYMPHONY NO. 1 IN C MINOR, OP. 68,Rodzinski, Artur
4679,1936-37,9008*2,Wagner,  Richard,PARSIFAL, WWV 111,Rodzinski, Artur
4684,1936-37,6333*,Bach,  Johann  Sebastian,TOCCATA & FUGUE, C MAJOR,Rodzinski, Artur
6831,1936-37,51626*,Respighi,  Ottorino,BIRDS, THE (GLI UCCELLI),Rodzinski, Artur
5092,1936-37,51626*,Respighi,  Ottorino,BIRDS, THE (GLI UCCELLI),Rodzinski, Artur
5097,1936-37,2062*,Haydn,  Franz  Joseph,SINFONIA CONCERTANTE, B-FLAT MAJOR,Rodzinski, Artur
5106,1936-37,6343*,Franck,  César,ORGAN CHORALE NO. 1, E MAJOR (ARR. Loesser),Rodzinski, Artur
5110,1936-37,6333*,Bach,  Johann  Sebastian,TOCCATA & FUGUE, C MAJOR,Rodzinski, Artur
12167,1936-37,2889*2,Rimsky-Korsakov,  Nikolai,COQ D'OR, LE: OPERA,Golschmann, Vladimir
12169,1936-37,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Golschmann, Vladimir
12172,1936-37,51289*,Mozart,  Wolfgang  Amadeus,SERENADE, STRINGS,Golschmann, Vladimir
12173,1936-37,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Smallens, Alexander
12174,1936-37,1898*,Strauss,  Richard,SALOME, OP. 54,Golschmann, Vladimir
12175,1936-37,2229*,Bruch,  Max,CONCERTO, VIOLIN,Golschmann, Vladimir
12177,1936-37,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Golschmann, Vladimir
12178,1936-37,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Golschmann, Vladimir
12180,1936-37,9000*1,Wagner,  Richard,RIENZI, WWV 49,Smallens, Alexander
12181,1936-37,6333*,Bach,  Johann  Sebastian,TOCCATA & FUGUE, C MAJOR,Reiner, Fritz
12185,1936-37,9009*,Wagner,  Richard,RHEINGOLD, DAS WWV 86A,Reiner, Fritz
12187,1936-37,9001*15,Wagner,  Richard,WALKURE, DIE,Reiner, Fritz
12188,1936-37,10991*,Bach,  Johann  Sebastian,TOCCATA & FUGUE, D MINOR,Reiner, Fritz
12190,1936-37,51807*,Brahms,  Johannes,ACADEMIC FESTIVAL OVERTURE, OP.80,Reiner, Fritz
12191,1936-37,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Reiner, Fritz
12192,1936-37,9005*9,Wagner,  Richard,SIEGFRIED, WWV 86C,Reiner, Fritz
12193,1936-37,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Reiner, Fritz
12196,1936-37,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Kerby, Paul
12199,1936-37,9004*20,Wagner,  Richard,TRISTAN UND ISOLDE, WWV 90,Reiner, Fritz
12200,1936-37,9187*1,Weber,  Carl  Maria Von,EURYANTHE, OP. 81,King Raudenbush, George
12201,1936-37,8965*,Tchaikovsky,  Pyotr  Ilyich,SLEEPING BEAUTY, OP. 66,Smallens, Alexander
12202,1936-37,11001*,Bach,  Johann  Sebastian,FANTASIA IN G MAJOR, BWV 572 (ARR. Volkel),Raudenbush, George King
12203,1936-37,50603*,Honegger,  Arthur,TEMPETE, LA (THE TEMPEST): PRELUDE,Raudenbush, George King
12207,1936-37,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Hoogstraten, Willem van
12208,1936-37,52512*,Mendelssohn,  Felix,HEBRIDES (FINGAL'S CAVE) OVERTURE, OP.26,Hoogstraten, Willem van
12209,1936-37,53354*1,Nicolai,  Otto,MERRY WIVES OF WINDSOR, THE,Hoogstraten, Willem van
12211,1936-37,11008*,Gershwin,  George,MEDLEY, OF THEE I SING (ARR. Grofe [Grofé]),Smallens, Alexander;  Grofe
12212,1936-37,51807*,Brahms,  Johannes,ACADEMIC FESTIVAL OVERTURE, OP.80,Hoogstraten, Willem van
12213,1936-37,1886*,Bach,  Johann  Sebastian,SUITE NO. 2,  B MINOR,Hoogstraten, Willem van
12214,1936-37,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Hoogstraten, Willem van
12215,1936-37,11008*,Gershwin,  George,MEDLEY, OF THEE I SING (ARR. Grofe [Grofé]),Grofe, Ferde
12216,1936-37,8837*10,Beethoven,  Ludwig  van,FIDELIO, OP. 72,Hoogstraten, Willem van
12217,1936-37,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Hoogstraten, Willem van
12218,1936-37,51870*,Brahms,  Johannes,SYMPHONY NO. 1 IN C MINOR, OP. 68,Hoogstraten, Willem van
6323,1937-38,9187*1,Weber,  Carl  Maria Von,EURYANTHE, OP. 81,Barbirolli, John
6329,1937-38,9187*1,Weber,  Carl  Maria Von,EURYANTHE, OP. 81,Barbirolli, John
7931,1937-38,50312*,Elgar,  Sir  Edward,INTRODUCTION AND ALLEGRO, OP. 47,Barbirolli, John
1101,1937-38,50312*,Elgar,  Sir  Edward,INTRODUCTION AND ALLEGRO, OP. 47,Barbirolli, John
1106,1937-38,52327*,Sinigaglia,  Leone,BARUFFE CHIOZZOTTE, LE,Barbirolli, John
6758,1937-38,52327*,Sinigaglia,  Leone,BARUFFE CHIOZZOTTE, LE,Barbirolli, John
6762,1937-38,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Barbirolli, John
6765,1937-38,52935*,Rimsky-Korsakov,  Nikolai,MAID OF PSKOV, THE (OR IVAN THE TERRIBLE): OVERTURE,Barbirolli, John
1109,1937-38,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Barbirolli, John
6772,1937-38,52550*,Mendelssohn,  Felix,RUY BLAS, OP.95: OVERTURE,Barbirolli, John
6774,1937-38,52092*,Haydn,  Franz  Joseph,SYMPHONY NO.  92, G MAJOR (OXFORD),Barbirolli, John
1548,1937-38,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Barbirolli, John
7189,1937-38,53922*,Handel,  George  Frideric,CONCERTO GROSSO, OP.6,Barbirolli, John
1551,1937-38,53922*,Handel,  George  Frideric,CONCERTO GROSSO, OP.6,Barbirolli, John
7199,1937-38,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Barbirolli, John
7205,1937-38,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Barbirolli, John
7214,1937-38,52431*,Corelli,  Arcangelo,CONCERTO GROSSO, OP.6,Barbirolli, John
7219,1937-38,52431*,Corelli,  Arcangelo,CONCERTO GROSSO, OP.6,Barbirolli, John
2413,1937-38,8837*10,Beethoven,  Ludwig  van,FIDELIO, OP. 72,Enesco, Georges
4147,1937-38,6003*,Bach,  Johann  Sebastian,INVENTION, B FLAT MAJOR,Enesco, Georges
2424,1937-38,2716*,Bach,  Johann  Sebastian,CON., VIOLIN,Piastro, Mishel
2427,1937-38,6011*,Roger-Ducasse,  Jean,SUITE FRANCAISE, D MAJOR,Enesco, Georges
6450,1937-38,53354*1,Nicolai,  Otto,MERRY WIVES OF WINDSOR, THE,Ganz, Rudolph
2431,1937-38,4008*,Saint-Saens [Saint-Saëns],  Camille,CONCERTO, VIOLIN,Piastro, Mishel
2434,1937-38,5099*,Beethoven,  Ludwig  van,CONSECRATION OF THE HOUSE OVERTURE, OP. 124,Enesco, Georges
2437,1937-38,6022*,MacDowell,  Edward  A.,LANCELOT AND ELAINE, OP. 25,Enesco, Georges
2441,1937-38,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Enesco, Georges
4153,1937-38,9007*15,Wagner,  Richard,MEISTERSINGER, DIE,Enesco, Georges
2443,1937-38,52577*,Mendelssohn,  Felix,SYMPHONY NO. 4, A MAJOR,Enesco, Georges
2827,1937-38,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Enesco, Georges
4575,1937-38,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Enesco, Georges
2834,1937-38,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Enesco, Georges
2839,1937-38,52657*1,Schubert,  Franz,ALFONSO AND ESTRELLA, D.732,Barbirolli, John
3437,1937-38,52105*1,Weber,  Carl  Maria Von,ABU HASSAN, J. 106,Ganz, Rudolph
2860,1937-38,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Barbirolli, John
2864,1937-38,51944*,Strauss,  Richard,DON JUAN, OP. 20,Barbirolli, John
4579,1937-38,51944*,Strauss,  Richard,DON JUAN, OP. 20,Barbirolli, John
3441,1937-38,9155*,Wagner,  Richard,RHEINGOLD, DAS WWV 86A: ENTRANCE,Ganz, Rudolph
3265,1937-38,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Barbirolli, John
5015,1937-38,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Barbirolli, John
3276,1937-38,5204*,Purcell,  Henry,FAIRY QUEEN, THE: DANCE MOVEMENTS  (ARR. Barbirolli),Barbirolli, John
376,1937-38,9155*,Wagner,  Richard,RHEINGOLD, DAS WWV 86A: ENTRANCE,Ganz, Rudolph
3284,1937-38,5204*,Purcell,  Henry,FAIRY QUEEN, THE: DANCE MOVEMENTS  (ARR. Barbirolli),Barbirolli, John
3292,1937-38,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Barbirolli, John
3300,1937-38,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Barbirolli, John
3306,1937-38,9181*,Mozart,  Wolfgang  Amadeus,IDOMENEO, K.366: SUITE (ARR. Busoni),Barbirolli, John
12107,1937-38,9181*,Mozart,  Wolfgang  Amadeus,IDOMENEO, K.366: SUITE (ARR. Busoni),Barbirolli, John
5017,1937-38,856*,Schubert,  Franz,ROSAMUNDE: OVERTURE, D.644,Barbirolli, John
3322,1937-38,856*,Schubert,  Franz,ROSAMUNDE: OVERTURE, D.644,Barbirolli, John
3699,1937-38,6073*,Vivaldi,  Antonio,CONCERTO GROSSO, G MINOR,Barbirolli, John
3702,1937-38,6079*,Ireland,  John,LONDON OVERTURE, A,Barbirolli, John
3713,1937-38,52327*,Sinigaglia,  Leone,BARUFFE CHIOZZOTTE, LE,Barbirolli, John
5469,1937-38,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Barbirolli, John
3720,1937-38,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Barbirolli, John
5472,1937-38,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Barbirolli, John
4140,1937-38,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Barbirolli, John
11874,1937-38,5801*1,Mendelssohn,  Felix,MIDSUMMER NIGHT'S DREAM, OP. 61,Smallens, Alexander
11875,1937-38,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Smallens, Alexander
11877,1937-38,1863*,Bach,  Johann  Sebastian,PASSACAGLIA & FUGUE, C MINOR,Iturbi, Jose
11880,1937-38,54106*,Tchaikovsky,  Pyotr  Ilyich,CONCERTO, PIANO,Iturbi, Jose
12114,1937-38,52550*,Mendelssohn,  Felix,RUY BLAS, OP.95: OVERTURE,Iturbi, Jose
12116,1937-38,50018*,Tchaikovsky,  Pyotr  Ilyich,OVERTURE, 1812,Smallens, Alexander
12118,1937-38,53354*1,Nicolai,  Otto,MERRY WIVES OF WINDSOR, THE,Smallens, Alexander
12122,1937-38,8955*1,Mozart,  Wolfgang  Amadeus,MAGIC FLUTE, THE,Iturbi, Jose
12123,1937-38,856*,Schubert,  Franz,ROSAMUNDE: OVERTURE, D.644,Iturbi, Jose
12124,1937-38,10934*,Biber,  Heinrich von,PARTITA, C MINOR (ORCH) (ARR. Thaulow),Marrow, Macklin
12125,1937-38,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Marrow, Macklin
12146,1937-38,8868*,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Marrow, Macklin
12147,1937-38,52550*,Mendelssohn,  Felix,RUY BLAS, OP.95: OVERTURE,Marrow, Macklin
12148,1937-38,52327*1,Sinigaglia,  Leone,BARUFFE CHIOZZOTTE, LE,Smallens, Alexander
12150,1937-38,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Freccia, Massimo
12151,1937-38,2877*,Dvorak,  Antonín,SYMPHONY NO. 9, E MINOR,Freccia, Massimo
12153,1937-38,2877*,Dvorak,  Antonín,SYMPHONY NO. 9, E MINOR,Freccia, Massimo
12154,1937-38,52429*,Beethoven,  Ludwig  van,SYMPHONY NO. 1 IN C MAJOR, OP.21,Freccia, Massimo
12155,1937-38,52429*,Beethoven,  Ludwig  van,SYMPHONY NO. 1 IN C MAJOR, OP.21,Freccia, Massimo
12156,1937-38,51807*,Brahms,  Johannes,ACADEMIC FESTIVAL OVERTURE, OP.80,Smallens, Alexander
12157,1937-38,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Hoogstraten, Willem van
12158,1937-38,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Brico, Antonia
12159,1937-38,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Hoogstraten, Willem van
12160,1937-38,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Hoogstraten, Willem van
12161,1937-38,51807*,Brahms,  Johannes,ACADEMIC FESTIVAL OVERTURE, OP.80,Hoogstraten, Willem van
12136,1937-38,52771*,Schubert,  Franz,SYMPHONY NO. 2, B FLAT MAJOR,Hoogstraten, Willem van
12138,1937-38,3969*,Schubert,  Franz,SYMPHONY NO. 9, C MAJOR,Hoogstraten, Willem van
12139,1937-38,8963*4,Tchaikovsky,  Pyotr  Ilyich,EUGENE ONEGIN, OP. 24,Smallens, Alexander
12141,1937-38,9003*7,Wagner,  Richard,TANNHAUSER, WWV 70,Smallens, Alexander
12142,1937-38,51944*,Strauss,  Richard,DON JUAN, OP. 20,Smallens, Alexander
12143,1937-38,51880*,Brahms,  Johannes,SYMPHONY NO. 3 IN F MAJOR, OP. 90,Smallens, Alexander
12144,1937-38,52550*,Mendelssohn,  Felix,RUY BLAS, OP.95: OVERTURE,Hoogstraten, Willem van
12131,1937-38,53732*,Prokofiev,  Sergei,SYMPHONY NO. 1, OP. 25 (CLASSICAL),Smallens, Alexander
12132,1937-38,9187*1,Weber,  Carl  Maria Von,EURYANTHE, OP. 81,Freccia, Massimo
12134,1937-38,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Freccia, Massimo
5929,1937-38,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Ormandy, Eugene
5935,1937-38,52550*,Mendelssohn,  Felix,RUY BLAS, OP.95: OVERTURE,Iturbi, Jose
5944,1937-38,51892*,Brahms,  Johannes,VARIATIONS ON A THEME BY HAYDN, OP. 56A,Ormandy, Eugene
4924,1938-39,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Barbirolli, John
4929,1938-39,53935*,Handel,  George  Frideric,CONCERTO GROSSO, OP. 6,Barbirolli, John
4936,1938-39,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Barbirolli, John
5366,1938-39,51689*,Boccherini,  Luigi,SYMPHONY, A MAJOR,Barbirolli, John
7127,1938-39,51807*,Brahms,  Johannes,ACADEMIC FESTIVAL OVERTURE, OP.80,Barbirolli, John
13787,1938-39,51950*,Haydn,  Franz  Joseph,SYMPHONY NO.  55, E FLAT MAJOR,Barbirolli, John
7129,1938-39,53078*,Schumann,  Robert,SYMPHONY NO. 4, D MINOR,Barbirolli, John
5380,1938-39,53078*,Schumann,  Robert,SYMPHONY NO. 4, D MINOR,Barbirolli, John
5390,1938-39,9004*14,Wagner,  Richard,TRISTAN UND ISOLDE, WWV 90,Barbirolli, John
6646,1938-39,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Schelling, Ernest
5394,1938-39,9000*1,Wagner,  Richard,RIENZI, WWV 49,Barbirolli, John
712,1938-39,2273*,Berlioz,  Hector,FRANCS-JUGES, LES: OVERTURE,Barbirolli, John
5802,1938-39,8837*10,Beethoven,  Ludwig  van,FIDELIO, OP. 72,Barbirolli, John
174,1938-39,52135*,Haydn,  Franz  Joseph,SYMPHONY NO. 104, D MAJOR (LONDON),Barbirolli, John
5811,1938-39,1867*,Bach,  Johann  Sebastian,SUITE NO. 3, D MAJOR,Barbirolli, John
177,1938-39,1867*,Bach,  Johann  Sebastian,SUITE NO. 3, D MAJOR,Barbirolli, John
5822,1938-39,8953*1,Mozart,  Wolfgang  Amadeus,SCHAUSPIELDIREKTOR (IMPRESARIO), K.486,Barbirolli, John
5835,1938-39,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Barbirolli, John
180,1938-39,3453*1,Rossini,  Gioachino,GAZZA LADRA, LA,Barbirolli, John
990,1938-39,3453*1,Rossini,  Gioachino,GAZZA LADRA, LA,Barbirolli, John
995,1938-39,5170*,Schubert,  Franz,DANCES FOR STRINGS: FIVE DEUTSCHE WITH CODA & SEVEN TRIOS, D.90,Barbirolli, John
2767,1938-39,5170*,Schubert,  Franz,DANCES FOR STRINGS: FIVE DEUTSCHE WITH CODA & SEVEN TRIOS, D.90,Barbirolli, John
1005,1938-39,8863*1,Mozart,  Wolfgang  Amadeus,CLEMENZA DI TITO, LA,Barbirolli, John
7330,1938-39,52512*,Mendelssohn,  Felix,HEBRIDES (FINGAL'S CAVE) OVERTURE, OP.26,Schelling, Ernest
1010,1938-39,52410*1,Beethoven,  Ludwig  van,CREATURES OF PROMETHEUS, OP. 43,Barbirolli, John
1018,1938-39,3793*2,Tchaikovsky,  Pyotr  Ilyich,SEXTET, STRINGS,Barbirolli, John
1021,1938-39,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Enesco, Georges
7333,1938-39,5642*,Cella,  Theodore,SYMPHONY REHEARSAL, A,Schelling, Ernest
2771,1938-39,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Enesco, Georges
3190,1938-39,51658*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 39, E-FLAT MAJOR,Enesco, Georges
1418,1938-39,51658*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 39, E-FLAT MAJOR,Enesco, Georges
1436,1938-39,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Barbirolli, John
